Vertex1;Vertex2;Cost
402;406;146
461;464;146
735;739;146
820;822;146
855;856;146
858;860;146
109;111;147
239;242;147
286;288;147
704;705;147
721;723;147
789;793;147
957;958;147
222;223;148
632;636;148
807;809;148
1045;1048;148
754;756;149
856;857;149
102;105;150
159;162;150
160;161;150
220;221;150
695;697;150
880;882;150
894;896;150
968;970;150
998;1000;150
1008;1012;150
80;81;151
371;375;151
664;665;151
674;675;151
817;821;151
973;976;151
106;107;152
738;742;152
758;762;152
771;772;152
69;73;153
82;86;153
388;392;153
670;673;153
814;817;153
922;925;153
478;479;154
519;522;154
944;945;154
972;975;154
181;185;155
357;358;155
816;818;155
987;988;155
205;209;156
452;455;156
569;570;156
952;956;156
958;961;156
425;426;157
523;524;157
561;564;157
626;629;157
711;712;157
719;720;157
852;854;157
254;257;158
366;370;158
608;612;160
741;744;160
62;63;161
96;97;161
536;540;161
549;553;161
501;505;162
1017;1018;162
31;35;163
58;59;163
171;173;163
213;215;163
363;367;163
489;490;163
698;699;163
926;928;163
95;98;164
498;500;164
538;542;164
601;603;164
653;654;164
861;862;164
125;128;165
188;189;165
241;245;165
431;435;165
468;472;165
573;576;165
607;611;165
775;777;165
1028;1030;165
714;716;166
899;900;166
980;984;166
459;460;167
503;506;167
982;986;167
1048;1049;167
45;47;168
641;645;168
803;805;168
42;44;169
81;85;169
330;334;169
750;754;169
795;797;169
8;9;170
312;315;170
351;355;170
486;490;170
732;735;170
368;371;171
494;498;171
636;638;171
677;678;171
694;698;171
865;869;171
1041;1042;171
91;95;172
284;288;172
405;406;172
718;720;172
864;865;172
943;946;172
983;987;172
53;54;173
239;240;173
378;382;173
383;385;173
604;605;173
725;727;173
118;122;174
151;154;174
399;402;174
437;441;174
637;638;174
749;750;174
433;435;175
547;550;175
652;653;175
729;731;175
853;855;175
910;912;175
1033;1036;175
32;33;176
360;362;176
556;558;176
736;737;176
19;23;177
356;359;177
408;412;177
542;544;177
553;556;177
867;868;177
119;122;178
221;222;178
870;873;178
922;926;178
261;262;179
383;384;179
520;521;179
865;867;179
443;447;180
470;472;180
693;696;180
970;973;180
1026;1028;180
389;392;181
762;764;181
1044;1047;181
84;86;182
225;227;182
304;305;182
397;401;183
597;601;183
686;689;183
893;896;183
363;364;184
1027;1029;184
597;598;185
453;455;186
537;538;186
822;823;186
831;832;186
348;350;187
624;628;187
676;677;187
138;142;188
184;186;188
356;358;188
695;698;188
942;946;188
1010;1011;188
420;424;189
472;474;189
200;204;190
731;732;190
1012;1014;190
178;179;191
180;182;191
290;292;191
298;301;191
376;379;191
388;390;191
660;662;191
757;758;191
962;965;191
267;269;192
246;248;193
524;527;193
552;556;193
507;510;194
119;121;195
242;246;195
977;980;195
89;93;196
308;312;196
359;362;196
395;398;196
480;482;196
756;758;196
989;990;196
72;76;197
537;540;197
807;811;197
463;467;198
301;304;199
378;379;199
689;690;199
689;692;199
900;902;199
59;62;200
179;181;200
307;309;200
476;477;200
828;829;200
41;43;201
271;275;201
273;277;201
346;348;201
370;373;201
772;774;201
812;815;201
79;83;202
224;226;202
291;293;202
309;312;202
211;214;203
342;344;203
497;499;203
533;536;203
600;604;203
921;924;203
379;383;204
17;19;205
656;660;205
81;84;206
487;490;206
506;509;206
70;71;207
274;277;207
578;581;207
149;152;208
1004;1007;208
302;303;209
454;458;209
508;510;209
547;548;209
553;557;209
956;958;209
30;32;210
172;176;210
214;218;210
335;339;210
640;642;210
318;321;211
544;548;211
561;563;211
949;951;211
359;363;212
372;374;212
420;423;212
497;498;212
659;660;212
742;743;212
868;871;212
903;905;212
939;943;212
496;499;213
89;92;214
102;103;214
162;165;214
551;554;214
575;579;214
607;609;214
675;678;214
842;846;214
549;550;215
766;768;215
989;992;215
224;227;216
417;420;216
891;893;216
141;143;217
620;624;217
276;278;218
537;541;218
697;700;218
232;234;219
477;478;219
522;525;219
799;802;219
807;810;219
1047;1049;219
176;179;220
963;967;220
56;60;221
403;407;221
710;714;221
805;809;221
815;817;221
19;20;222
396;399;222
505;509;222
645;648;222
653;655;222
796;799;222
202;204;223
534;536;223
588;592;223
152;156;224
325;328;224
401;405;224
963;966;224
413;414;225
875;877;225
437;439;226
121;125;227
214;215;227
433;434;227
444;446;227
597;599;227
631;635;227
700;703;227
254;258;228
754;755;228
1031;1032;228
582;583;229
769;771;229
889;890;229
1040;1041;229
845;846;230
940;944;230
407;408;231
964;968;231
377;380;232
585;588;233
383;386;234
788;790;234
249;253;235
305;306;235
455;457;235
668;671;235
767;770;235
137;141;236
228;229;236
300;302;236
415;419;236
653;656;236
707;711;236
148;149;237
341;343;237
501;504;237
645;647;237
285;288;238
337;338;238
818;820;238
96;100;239
621;624;239
925;927;239
980;983;239
999;1003;239
1008;1010;239
194;195;240
34;38;241
462;465;241
605;608;241
1023;1024;241
45;48;242
517;521;242
919;921;242
331;335;243
907;910;243
1036;1040;243
337;340;244
409;410;244
847;849;244
27;30;245
191;193;245
299;302;245
24;27;246
530;532;246
866;869;246
468;471;247
805;806;247
978;979;247
142;145;248
600;603;248
727;728;248
880;883;248
922;924;248
231;232;249
682;684;249
876;879;249
884;886;249
51;54;250
280;281;250
195;199;251
214;217;251
739;743;251
1022;1024;251
243;244;252
330;332;252
407;410;252
512;516;252
761;764;252
821;824;252
954;957;252
968;969;252
678;681;253
771;775;253
809;813;253
929;932;253
1001;1005;253
551;553;254
680;681;255
785;789;255
1000;1002;255
222;224;256
681;685;256
912;914;256
934;935;256
940;941;256
996;997;256
177;181;257
187;188;257
317;318;257
571;574;257
630;632;257
774;778;257
786;787;257
463;466;258
767;769;258
845;848;258
1009;1013;258
336;338;259
527;528;259
712;713;259
734;738;259
104;108;260
256;257;260
410;413;260
728;730;261
785;787;261
1042;1045;261
164;167;262
233;237;262
634;638;262
877;878;262
1005;1009;262
278;281;263
353;355;263
513;517;263
672;673;263
679;683;263
833;836;263
1043;1044;263
344;347;264
380;381;264
569;572;264
648;650;264
753;755;264
800;804;264
44;48;265
183;186;266
331;333;266
340;342;266
455;459;266
529;533;266
664;668;266
818;819;266
99;103;267
781;785;268
919;920;268
928;929;268
967;970;268
71;74;269
118;120;269
336;339;269
449;451;269
678;679;269
238;241;270
390;394;270
41;44;271
353;357;271
886;889;271
558;561;272
35;38;273
182;184;273
1032;1035;273
618;621;274
669;671;274
777;780;274
248;249;275
837;839;275
915;917;275
976;978;275
138;141;276
475;479;276
485;486;276
823;827;276
38;42;277
229;230;277
406;409;277
615;617;277
829;832;277
682;686;278
795;798;278
890;894;278
76;77;279
78;79;279
650;651;279
445;449;280
490;494;280
502;504;280
709;710;280
1017;1020;280
584;588;281
650;652;281
68;71;282
167;170;282
414;418;282
526;530;282
745;749;282
923;926;282
48;49;283
272;274;283
608;610;283
974;977;283
61;65;284
84;87;284
229;231;284
311;314;284
1009;1011;284
673;676;285
692;693;285
316;320;286
323;325;286
631;632;286
746;748;286
933;936;286
212;215;287
253;257;287
516;520;287
500;503;289
897;898;290
351;354;291
115;117;292
120;123;293
839;840;293
371;373;294
428;430;294
957;959;294
1035;1037;294
302;306;295
783;787;295
164;165;296
428;432;296
833;835;296
144;148;297
146;147;297
451;452;297
596;599;297
398;402;298
834;837;298
892;895;298
53;55;299
261;264;299
592;596;299
930;934;299
190;191;301
267;268;302
52;54;303
296;297;303
665;667;303
842;844;303
881;885;303
932;933;304
467;469;305
918;920;305
5;6;306
309;313;306
29;32;307
64;68;307
872;876;307
887;888;307
241;243;308
917;921;308
171;172;309
797;800;309
13;15;310
527;531;310
582;586;310
904;906;310
1004;1006;310
614;615;311
71;75;312
134;137;312
505;508;312
689;691;313
22;26;314
474;478;314
602;606;314
741;745;314
1011;1015;314
92;95;315
555;557;315
535;536;316
822;825;316
905;906;316
479;480;317
1007;1009;317
407;411;318
568;572;318
532;535;320
594;595;320
700;704;320
933;937;320
147;150;321
424;425;321
666;670;321
71;73;322
710;711;322
135;138;323
158;159;323
564;568;323
586;590;323
8;11;324
57;60;324
849;851;324
487;491;326
583;585;326
28;30;327
947;951;327
61;63;328
374;377;328
636;639;328
669;672;328
770;773;328
139;143;329
249;250;329
270;272;329
784;786;329
804;808;329
446;448;330
708;712;330
715;718;330
909;913;330
287;289;331
324;326;331
369;373;331
104;106;332
263;265;333
959;963;333
872;875;334
935;939;335
97;98;336
293;294;336
305;309;336
193;194;337
563;567;337
900;901;337
955;957;337
15;17;338
127;131;338
293;295;338
633;637;339
894;897;339
114;118;340
247;251;340
572;575;340
111;114;341
629;630;341
649;652;341
997;999;341
991;995;342
307;311;343
415;416;343
724;727;343
198;202;347
1036;1039;347
78;82;348
960;962;349
577;581;350
315;317;351
447;449;351
321;325;352
26;29;353
595;597;353
996;998;353
275;279;354
349;352;354
744;747;355
884;885;356
183;185;357
326;327;357
7;10;359
115;116;359
326;330;360
419;421;360
757;759;360
192;194;362
198;199;362
57;61;365
188;190;366
113;117;368
207;211;370
702;704;370
705;708;372
588;591;373
657;660;373
826;830;373
994;996;373
75;79;374
365;368;374
70;72;375
130;133;375
880;884;375
278;282;377
260;262;378
164;168;379
127;130;381
824;828;383
863;867;383
434;436;385
384;387;386
837;841;386
9;13;387
16;20;387
197;199;387
565;569;387
701;703;387
90;91;390
289;291;390
495;499;392
612;615;392
803;804;392
199;203;393
660;663;393
1001;1002;394
729;733;396
485;488;397
944;948;399
153;155;400
477;481;400
848;852;400
448;450;402
643;646;403
702;706;404
266;270;408
938;939;408
364;366;409
1037;1038;409
50;54;411
297;298;411
452;456;411
236;237;412
545;549;412
902;903;413
61;64;414
4;8;415
225;228;415
934;937;417
824;826;419
944;946;421
422;426;423
723;726;424
645;646;425
722;723;427
971;972;427
310;314;432
384;388;435
953;955;435
867;870;437
546;548;439
36;38;441
294;298;443
391;394;445
790;794;445
1016;1018;447
438;442;448
10;12;449
136;138;449
589;591;450
1019;1022;450
206;210;451
265;266;451
791;792;451
37;39;459
655;658;462
205;208;463
617;621;463
166;168;464
426;428;468
201;202;469
317;319;469
35;37;475
2;3;476
151;155;476
948;949;480
216;219;484
843;847;487
621;623;491
192;196;494
760;761;495
184;188;499
429;431;504
163;167;509
774;776;509
24;25;510
991;992;523
622;625;539
425;427;541
905;907;551
321;322;656
Total cost of making SpanningTree: 246168
